"","Name","position","AB","R","HR","RBI","SB","AVG","adjusted_points","dollar_value"
"1343","Jose Lozada","shortstop",1,0,0,0,0,0.218,-13.71,-42.87
"2262","Rosell Herrera","shortstop",1,0,0,0,0,0.218,-13.71,-42.87
"2410","Michael Rooney","shortstop",1,0,0,0,0,0.218,-13.71,-42.87
"818","Jake Goebbert","first_base",29,3,1,3,0,0.225,-13.72,-42.92
"212","Johnny Damon","dh",1,0,0,0,0,0.244,-13.73,-42.93
"307","Emmanuel Burriss","dh",1,0,0,0,0,0.244,-13.73,-42.93
"961","Fernando Valenzuela Jr.","dh",1,0,0,0,0,0.244,-13.73,-42.93
"1573","Robert Lyerly","dh",1,0,0,0,0,0.244,-13.73,-42.93
"3135","Alex Yarbrough","dh",1,0,0,0,0,0.244,-13.73,-42.93
"582","Brad Snyder","first_base",1,0,0,0,0,0.242,-13.74,-42.98
"754","Brett Wallace","first_base",1,0,0,0,0,0.242,-13.74,-42.98
"351","Dan Uggla","second_base",1,0,0,0,0,0.195,-13.74,-42.99
"1360","Aaron King","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1436","Zack Macphee","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1651","Franklin Romero","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1701","Royce Consigli","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1721","Douglas Landaeta","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1746","Kelvin De Leon","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1960","Yan Olmo","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"1986","Omar De La Torre","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"2288","Diego Cedeno","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"2457","John Dishon","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"2665","Justin Parr","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"2836","Bubba Starling","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"2983","Wes Schill","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"3100","Austin Slater","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"3197","Sandber Pimentel","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"3553","Elier Hernandez","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"4033","Vaughn Bryan","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"4059","Jesus Martinez","outfield",1,0,0,0,0,0.184,-13.75,-43.01
"256","Brendan Harris","shortstop",1,0,0,0,0,0.217,-13.75,-43.02
"1745","Peter Mooney","shortstop",1,0,0,0,0,0.217,-13.75,-43.02
"2465","Nick Shaw","shortstop",1,0,0,0,0,0.217,-13.75,-43.02
"2601","Austin Nola","shortstop",1,0,0,0,0,0.217,-13.75,-43.02
"3495","Alec Mehrten","shortstop",1,0,0,0,0,0.217,-13.75,-43.02
"85","Tsuyoshi Nishioka","dh",1,0,0,0,0,0.243,-13.77,-43.07
"292","Jason Repko","dh",1,0,0,0,0,0.243,-13.77,-43.07
"752","Juan Rivera","dh",1,0,0,0,0,0.243,-13.77,-43.07
"756","Xavier Avery","dh",1,0,0,0,0,0.243,-13.77,-43.07
"1357","Kiel Roling","dh",1,0,0,0,0,0.243,-13.77,-43.07
"1425","Zach Gentile","dh",1,0,0,0,0,0.243,-13.77,-43.07
"2926","Garrett Weber","dh",1,0,0,0,0,0.243,-13.77,-43.07
"3122","Colin Moran","dh",1,0,0,0,0,0.243,-13.77,-43.07
"932","Jose Munoz","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"1674","Michael Planeta","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"1792","James Wooster","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"2334","Gauntlett Eldemire","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"2344","Jose Dore","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"2349","Christopher Lofton","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"2399","Aaron Siliga","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"2515","Michael Mcgee","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"2935","Michael Gallic","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"3094","Jeremy Rathjen","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"3243","Shamil Ubiera","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"3472","Jonathan Murphy","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"3632","Michael Fransoso","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"4030","Nick Ferdinand","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"4196","Yeison Melo","outfield",1,0,0,0,0,0.183,-13.79,-43.15
"1935","Charlie Mirabal","shortstop",1,0,0,0,0,0.216,-13.79,-43.16
"2044","David Herbek","shortstop",1,0,0,0,0,0.216,-13.79,-43.16
"3328","Daniel Robertson","shortstop",1,0,0,0,0,0.216,-13.79,-43.16
"157","Miguel Cairo","dh",1,0,0,0,0,0.242,-13.81,-43.22
"1047","Ernesto Mejia","dh",1,0,0,0,0,0.242,-13.81,-43.22
"1432","Zack Cox","dh",1,0,0,0,0,0.242,-13.81,-43.22
"1532","Tyler Townsend","dh",1,0,0,0,0,0.242,-13.81,-43.22
"1664","Jose Rivera","dh",1,0,0,0,0,0.242,-13.81,-43.22
"1717","Stephen Bruno","dh",1,0,0,0,0,0.242,-13.81,-43.22
"1355","Markus Brisker","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"1697","Brenden Webb","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"1972","Alejandro Ortiz","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"2730","Francisco Castillo","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"2892","Taylor Lewis","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3018","Mike Papi","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3032","Joseph Winker","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3068","Ryan Garvey","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3269","Kevin Garcia","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3428","Grant Heyman","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3564","Marcos Derkes","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3582","Alejandro Piloto","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3610","Enyel Vallejo","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3627","Phillip Ervin","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3812","Luis Brito","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"3889","Colin Bray","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"4092","Alexander Melendez","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"4100","Rodrigo Orozco","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"4210","Gabriel Mejia","outfield",1,0,0,0,0,0.182,-13.84,-43.3
"1028","Sharlon Schoop","shortstop",1,0,0,0,0,0.215,-13.84,-43.3
"1251","Carmen Angelini","shortstop",1,0,0,0,0,0.215,-13.84,-43.3
"2178","AJ Pettersen","shortstop",1,0,0,0,0,0.215,-13.84,-43.3
"16","Sean Burroughs","dh",1,0,0,0,0,0.241,-13.86,-43.36
"372","Che-Hsuan Lin","dh",1,0,0,0,0,0.241,-13.86,-43.36
"378","Ryan Theriot","dh",1,0,0,0,0,0.241,-13.86,-43.36
"790","Taylor Green","dh",1,0,0,0,0,0.241,-13.86,-43.36
"849","Will Rhymes","dh",1,0,0,0,0,0.241,-13.86,-43.36
"1046","Ryan Mount","dh",1,0,0,0,0,0.241,-13.86,-43.36
"2626","Travis Shaw","dh",1,0,0,0,0,0.241,-13.86,-43.36
"1041","Roman Pena","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"1498","Rafael Rodriguez","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"1744","Julio Concepcion","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"2167","Tony Mueller","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"2169","Kyle Robinson","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"2483","Brian Pointer","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"2532","Ben Verlander","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"2850","Granden Goetzman","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"3131","Kevin Mager","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"3252","Samuel Hiciano","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"3503","Ryan Mathews","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"3510","Olvy Marte","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"3830","Juan Hernandez","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"4303","Nick Thompson","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"4357","Nick Schulz","outfield",1,0,0,0,0,0.181,-13.88,-43.44
"991","Chris Mcconnell","shortstop",1,0,0,0,0,0.214,-13.88,-43.45
"1687","Hak-Ju Lee","shortstop",1,0,0,0,0,0.214,-13.88,-43.45
"1691","Jean Almanzar","shortstop",1,0,0,0,0,0.214,-13.88,-43.45
"2822","Jose Rondon","shortstop",1,0,0,0,0,0.214,-13.88,-43.45
"3069","Jake Hager","shortstop",1,0,0,0,0,0.214,-13.88,-43.45
"3326","Carlos Correa","shortstop",1,0,0,0,0,0.214,-13.88,-43.45
"237","Eric Farris","dh",1,0,0,0,0,0.24,-13.9,-43.5
"313","Jose Lopez","dh",1,0,0,0,0,0.24,-13.9,-43.5
"952","Sandy Madera","dh",1,0,0,0,0,0.24,-13.9,-43.5
"986","Dan Nelson","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1100","Kurt Mertins","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1142","Gerardo Rodriguez","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1222","Dale Mollenhauer","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1414","Dwayne Bailey","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1608","Ty Kelly","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1644","Jayce Boyd","dh",1,0,0,0,0,0.24,-13.9,-43.5
"1401","Rashun Dixon","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"1406","Michael Swinson","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"1571","Matt Weaver","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"1627","Keenyn Walker","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"2058","Michael Lang","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"2397","Rodolfo Penalo","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"2466","Robert Garvey","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"2856","Williams Jerez","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"2911","Aaron Brown","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"2945","William Skinner","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"3753","Raiwinson Lameda","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"4029","David Harris","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"4318","Gerard Hernandez","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"4319","Collin Radack","outfield",1,0,0,0,0,0.18,-13.92,-43.58
"234","Danny Worth","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"975","Carlos Rojas","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"1000","Jaime Trejo","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"1221","Ryan Dent","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"1743","Brodie Greene","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"1831","Ildemaro Vargas","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"1999","David Urias","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"2060","Danny Muno","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"2203","Jimmy Swift","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"2250","Ramon Torres","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"3676","Domingo Leyba","shortstop",1,0,0,0,0,0.213,-13.93,-43.59
"407","Jordan Brown","dh",1,0,0,0,0,0.239,-13.94,-43.65
"739","Russ Canzler","dh",1,0,0,0,0,0.239,-13.94,-43.65
"1013","Daniel Mayora","dh",1,0,0,0,0,0.239,-13.94,-43.65
"1025","Mark Minicozzi","dh",1,0,0,0,0,0.239,-13.94,-43.65
"1249","Brock Bond","dh",1,0,0,0,0,0.239,-13.94,-43.65
"1508","Jorge Vazquez","dh",1,0,0,0,0,0.239,-13.94,-43.65
"1803","Kyle Roller","dh",1,0,0,0,0,0.239,-13.94,-43.65
"2669","Brad Zapenas","dh",1,0,0,0,0,0.239,-13.94,-43.65
"3520","M.P. Cokinos","dh",1,0,0,0,0,0.239,-13.94,-43.65
"534","Brandon Laird","first_base",1,0,0,0,0,0.237,-13.96,-43.7
"1048","Eloy Gutierrez","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"1966","Ricardo Gastelum","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"2193","Kale Kiser","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"2224","Cristian Paulino","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"2509","Lee Orr","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"3680","Frank Frias","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"3786","Enmanuel Garcia","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"3846","Josh Hart","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"3920","Kasey Coffman","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"3951","Jeff Roy","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"3974","Johnathan Davis","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"4157","Jordan Luplow","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"4272","Jose Medina","outfield",1,0,0,0,0,0.179,-13.97,-43.73
"912","Ozzie Chavez","shortstop",1,0,0,0,0,0.212,-13.97,-43.73
"1057","Jesus Lopez","shortstop",1,0,0,0,0,0.212,-13.97,-43.73
"1252","Elliott Soto","shortstop",1,0,0,0,0,0.212,-13.97,-43.73
"370","Eric Thames","dh",1,0,0,0,0,0.238,-13.99,-43.79
"1502","Maikol Gonzalez","dh",1,0,0,0,0,0.238,-13.99,-43.79
"570","Ian Stewart","third_base",1,0,0,0,0,0.183,-14,-43.82
"643","Clint Robinson","first_base",1,0,0,0,0,0.236,-14,-43.85
"817","Chris McGuiness","first_base",1,0,0,0,0,0.236,-14,-43.85
"1527","Maxwell Walla","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"1834","Jesus Ugueto","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2229","Victor Castro","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2338","Charles Jones","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2462","Alfredo Morales","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2568","Jhonatan Reynoso","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2608","Charley Thurber","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2741","Randy Ortiz","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2770","Henry Charles","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2914","Carlos Mesa","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2955","Jeremias Pineda","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"2958","Andrew Cain","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3000","Adam Matthews","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3257","Carlos Valdez","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3264","Yeisson Rosario","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3365","Austin Schotts","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3375","B.J. Boyd","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3411","Alfredo Escalera-Maldonado","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3584","Victor Padron","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"3695","Jose Ordaz","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"4070","Tanner Rust","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"4165","Elias Arias","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"4176","Mikey Edie","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"4271","Dario Unda","outfield",1,0,0,0,0,0.178,-14.01,-43.87
"888","Domingo Castro","shortstop",1,0,0,0,0,0.211,-14.01,-43.88
"939","Heber Gomez","shortstop",1,0,0,0,0,0.211,-14.01,-43.88
"1165","Taylor Harbin","shortstop",1,0,0,0,0,0.211,-14.01,-43.88
"1491","Francisco Soriano","shortstop",1,0,0,0,0,0.211,-14.01,-43.88
"2872","Brandon Loy","shortstop",1,0,0,0,0,0.211,-14.01,-43.88
"253","Freddy Guzman","dh",1,0,0,0,0,0.237,-14.03,-43.94
"916","Brett Harper","dh",1,0,0,0,0,0.237,-14.03,-43.94
"1086","Michael Bertram","dh",1,0,0,0,0,0.237,-14.03,-43.94
"1134","Deibinson Romero","dh",1,0,0,0,0,0.237,-14.03,-43.94
"1410","Travis Adair","dh",1,0,0,0,0,0.237,-14.03,-43.94
"1449","Jordan Lennerton","dh",1,0,0,0,0,0.237,-14.03,-43.94
"1768","Brian Hernandez","dh",1,0,0,0,0,0.237,-14.03,-43.94
"2040","Jose Julio Ruiz","dh",1,0,0,0,0,0.237,-14.03,-43.94
"2406","Kelson Brown","dh",1,0,0,0,0,0.237,-14.03,-43.94
"1513","Donavan Tate","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1537","Edwin Gomez","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1617","Jacob Stewart","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1774","Zachary Kirksey","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1857","Raul Linares","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1883","Joel Caminero","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1921","Juancito Martinez","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"2240","Oliver Zapata","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"2698","Orvin Tovar","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"2757","Jose Figueroa","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"2884","James Zamarripa","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"2909","Ismael Salgado","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3050","Taylor Murphy","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3055","Jerrick Suiter","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3196","Ayendy Perez","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3343","Courtney Hawkins","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3359","Dylan Cozens","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3638","Michael Conforto","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3978","Garrett Gordon","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"3985","Marcus Davis","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"4129","Jesus Alastre","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"4154","Greg Allen","outfield",1,0,0,0,0,0.177,-14.06,-44.01
"1191","Greg Paiml","shortstop",1,0,0,0,0,0.21,-14.06,-44.02
"1312","Reese Havens","shortstop",1,0,0,0,0,0.21,-14.06,-44.02
"1405","Rolando Gomez","shortstop",1,0,0,0,0,0.21,-14.06,-44.02
"2016","Kevin Flores","shortstop",1,0,0,0,0,0.21,-14.06,-44.02
"2727","Orlando Arcia","shortstop",1,0,0,0,0,0.21,-14.06,-44.02
"139","Orlando Hudson","dh",1,0,0,0,0,0.236,-14.08,-44.08
"282","Josh Bell","dh",1,0,0,0,0,0.236,-14.08,-44.08
"447","Travis Buck","dh",1,0,0,0,0,0.236,-14.08,-44.08
"498","Vinny Rottino","dh",1,0,0,0,0,0.236,-14.08,-44.08
"926","Chase Lambin","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1102","Brad Boyer","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1189","Matt Rizzotti","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1280","Ivan Contreras","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1373","Jonathan Hee","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1399","Brandon Douglas","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1520","Rich Poythress","dh",1,0,0,0,0,0.236,-14.08,-44.08
"1558","Casey Haerther","dh",1,0,0,0,0,0.236,-14.08,-44.08
"2307","Ryan Brett","dh",1,0,0,0,0,0.236,-14.08,-44.08
"2510","Conrad Gregor","dh",1,0,0,0,0,0.236,-14.08,-44.08
"2874","Greg Bird","dh",1,0,0,0,0,0.236,-14.08,-44.08
"958","Flavio Romero","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"1540","Kyrell Hudson","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"1754","Emilio King","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2256","Rockny Martinez","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2527","Zach Kapstein","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2631","Dusty Robinson","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2664","Logan Vick","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2702","Edgard Munoz","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2716","Felix Santana","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2776","Jeffrey Baez","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2814","Luis Barahona","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2964","Devin Shines","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"2979","Trey Martin","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3191","Yasiel Balaguert","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3212","Elias Torres","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3306","Cristian Cano","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3537","Jenner Emeterio","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3715","Enmanuel Zabala","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3803","Alexis Bastardo","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"3930","Bryan Hudson","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"4105","Robert Garcia","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"4106","Erison Mendez","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"4233","Gilberto Ramirez","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"4286","Braxton Lee","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"4343","Devyn Bolasky","outfield",1,0,0,0,0,0.176,-14.1,-44.16
"702","Miguel Rojas","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"1036","Audy Ciriaco","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"1341","Troy Hanzawa","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"1477","Yowill Espinal","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"2181","Paul Leon","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"2205","Trevor Hairgrove","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"3102","Travious Relaford","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"3341","Gavin Cecchini","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"3350","Nolan Fontana","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"3502","Anthony Caronia","shortstop",1,0,0,0,0,0.209,-14.1,-44.16
"220","Rich Thompson","dh",1,0,0,0,0,0.235,-14.12,-44.22
"324","Luis Hernandez","dh",1,0,0,0,0,0.235,-14.12,-44.22
"1115","Andrew Clark","dh",1,0,0,0,0,0.235,-14.12,-44.22
"1350","Alex Buchholz","dh",1,0,0,0,0,0.235,-14.12,-44.22
"1384","Erik Morrison","dh",1,0,0,0,0,0.235,-14.12,-44.22
"2082","Hunter Morris","dh",1,0,0,0,0,0.235,-14.12,-44.22
"2195","Corey Jones","dh",1,0,0,0,0,0.235,-14.12,-44.22
"1642","Michael Faulkner","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"1778","Jeffrey Gelalich","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"1893","Felix Marte","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2295","Josh Sale","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2311","Reggie Golden","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2335","Kendrick Perkins","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2386","Kentrell Dewitt","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2446","Gary Mitchell","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2547","Wilmer Oberto","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2816","Jose Solano","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2890","Derek Fisher","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"2950","Nico Taylor","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"3568","Dorssys Paulino","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"3588","Carlos Tocci","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"3723","Luis Bandes","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"3760","Jose Siri","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"3787","Henry Santana","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"3935","Joseph Monge","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"4034","Brett Thomas","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"4159","Carl Anderson","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"4234","Telmito Agustin","outfield",1,0,0,0,0,0.175,-14.14,-44.3
"1003","Jose Chavez","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"1281","Darwin Perez","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"1557","Wes Darvill","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"1659","Terrence Dayleg","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"1711","Tyler Stubblefield","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"2059","Devin Lohman","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"2498","Samuel Starr","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"2687","Ronny Rodriguez","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"3171","Diego Madero","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"3840","J.P. Crawford","shortstop",1,0,0,0,0,0.208,-14.15,-44.31
"182","Erisbel Arruebarrena","shortstop",12,1,0,1,0,0.203,-14.15,-44.31
"549","Mitch Maier","dh",1,0,0,0,0,0.234,-14.16,-44.37
"1196","Brad Suttle","dh",1,0,0,0,0,0.234,-14.16,-44.37
"1305","Edinson Rincon","dh",1,0,0,0,0,0.234,-14.16,-44.37
"1316","Cutter Dykstra","dh",1,0,0,0,0,0.234,-14.16,-44.37
"1616","Dan Black","dh",1,0,0,0,0,0.234,-14.16,-44.37
"1672","Edgar Corcino","dh",1,0,0,0,0,0.234,-14.16,-44.37
"2436","Andy Fermin","dh",1,0,0,0,0,0.234,-14.16,-44.37
"2596","LJ Mazzilli","dh",1,0,0,0,0,0.234,-14.16,-44.37
